employee_id,quarter,feedback_text,sentiment_label
EMP-0449,Q2-2024,My manager is incredibly supportive and provides clear direction. The team collaboration is excellent and I feel motivated to come to work every day.,positive
EMP-0478,Q1-2024,Excellent quarter overall. My career development has been a priority for my manager and I have received valuable mentoring. The compensation package is competitive.,positive
EMP-0270,Q2-2024,I am proud to be part of this organization. The culture of innovation is inspiring and I have had the opportunity to work on meaningful projects that make a real impact.,positive
EMP-0169,Q1-2024,My role is what I expected. I do not have strong complaints but I think the performance review process could be more frequent and more actionable.,neutral
EMP-0258,Q1-2024,I really enjoy working here. The team is supportive and the projects are interesting. I feel valued and my contributions are recognized by my manager.,positive
EMP-0332,Q3-2024,I am disappointed with the lack of growth opportunities. The training budget was cut this quarter and there is no clear promotion timeline despite my strong performance reviews.,negative
EMP-0023,Q3-2024,I really enjoy working here. The team is supportive and the projects are interesting. I feel valued and my contributions are recognized by my manager.,positive
EMP-0498,Q1-2025,This quarter was a mix of positive and challenging experiences. The project deadline was tight but we managed. Better planning upfront would have reduced stress.,neutral
EMP-0312,Q4-2024,I appreciate the recent training programs. They have helped me develop new skills that are directly applicable to my role. The learning culture here is outstanding.,positive
EMP-0384,Q1-2025,I am feeling overwhelmed with the current workload. The overtime expectations are unreasonable and it is affecting my personal life. I need better work-life balance.,negative
EMP-0190,Q1-2024,This quarter has been my best yet. The new project I was assigned to aligns perfectly with my career goals and I have received excellent peer support throughout.,positive
EMP-0079,Q2-2024,Work has been steady this quarter. I would appreciate more clarity on career progression paths. The day-to-day responsibilities are clear but long-term growth is uncertain.,neutral
EMP-0043,Q4-2024,The quarter has been average. No major issues but also no standout moments. I think we could improve our project management tools and meeting efficiency.,neutral
EMP-0029,Q4-2024,I am feeling overwhelmed with the current workload. The overtime expectations are unreasonable and it is affecting my personal life. I need better work-life balance.,negative
EMP-0161,Q1-2024,My manager rarely provides feedback and is often unavailable when I need guidance. I feel unsupported in my role and unsure about what I need to do to advance.,negative
EMP-0437,Q2-2024,This quarter has been my best yet. The new project I was assigned to aligns perfectly with my career goals and I have received excellent peer support throughout.,positive
EMP-0009,Q3-2024,The workload distribution on our team is very uneven. A few of us carry most of the weight while others seem to have very light schedules. This is creating resentment.,negative
EMP-0460,Q2-2024,The workload distribution on our team is very uneven. A few of us carry most of the weight while others seem to have very light schedules. This is creating resentment.,negative
EMP-0265,Q1-2024,I am disappointed with the lack of growth opportunities. The training budget was cut this quarter and there is no clear promotion timeline despite my strong performance reviews.,negative
EMP-0214,Q1-2024,"I am grateful for the mentorship I have received this quarter. My senior colleagues are generous with their time and knowledge, which has accelerated my growth.",positive
EMP-0390,Q1-2025,I am proud to be part of this organization. The culture of innovation is inspiring and I have had the opportunity to work on meaningful projects that make a real impact.,positive
EMP-0043,Q2-2024,I am proud to be part of this organization. The culture of innovation is inspiring and I have had the opportunity to work on meaningful projects that make a real impact.,positive
EMP-0312,Q2-2024,The flexibility offered by the remote work policy has greatly improved my productivity and job satisfaction. I feel trusted by my team and empowered to make decisions.,positive
EMP-0089,Q1-2024,The workplace is fine overall. Compensation is fair for the market. I think the company could invest more in social events and team building activities.,neutral
EMP-0180,Q1-2024,My feedback about the new software tools is mixed. Some have improved our workflow while others have added unnecessary complexity. A review would be beneficial.,neutral
EMP-0429,Q1-2024,I appreciate the recent training programs. They have helped me develop new skills that are directly applicable to my role. The learning culture here is outstanding.,positive
EMP-0046,Q1-2024,I have not received a meaningful raise in two years despite taking on significantly more responsibilities. I feel undervalued and am considering my options elsewhere.,negative
EMP-0374,Q1-2024,"The company culture is exactly what I was looking for. Respectful, innovative, and growth-oriented. I would recommend this workplace to anyone in my network.",positive
EMP-0321,Q1-2024,I am feeling overwhelmed with the current workload. The overtime expectations are unreasonable and it is affecting my personal life. I need better work-life balance.,negative
EMP-0112,Q3-2024,The quarterly town halls have improved communication significantly. I feel informed about company direction and my role in the bigger picture.,positive
EMP-0371,Q2-2024,Things are okay. The work itself is interesting but the communication between departments could be better. Sometimes priorities shift without clear explanation.,neutral
EMP-0383,Q2-2024,The flexibility offered by the remote work policy has greatly improved my productivity and job satisfaction. I feel trusted by my team and empowered to make decisions.,positive
EMP-0362,Q3-2024,My manager is incredibly supportive and provides clear direction. The team collaboration is excellent and I feel motivated to come to work every day.,positive
EMP-0290,Q3-2024,Things are okay. The work itself is interesting but the communication between departments could be better. Sometimes priorities shift without clear explanation.,neutral
EMP-0140,Q2-2024,I am proud to be part of this organization. The culture of innovation is inspiring and I have had the opportunity to work on meaningful projects that make a real impact.,positive
EMP-0133,Q4-2024,I appreciate the recent training programs. They have helped me develop new skills that are directly applicable to my role. The learning culture here is outstanding.,positive
EMP-0182,Q1-2025,The workplace is fine overall. Compensation is fair for the market. I think the company could invest more in social events and team building activities.,neutral
EMP-0231,Q2-2024,"I am grateful for the mentorship I have received this quarter. My senior colleagues are generous with their time and knowledge, which has accelerated my growth.",positive
EMP-0300,Q4-2024,"The company culture is exactly what I was looking for. Respectful, innovative, and growth-oriented. I would recommend this workplace to anyone in my network.",positive
EMP-0108,Q4-2024,The onboarding process was smooth and well-organized. I felt welcomed from day one and had all the resources I needed to start contributing quickly.,positive
EMP-0350,Q3-2024,This quarter has been my best yet. The new project I was assigned to aligns perfectly with my career goals and I have received excellent peer support throughout.,positive
EMP-0496,Q1-2025,This quarter has been my best yet. The new project I was assigned to aligns perfectly with my career goals and I have received excellent peer support throughout.,positive
EMP-0407,Q3-2024,The onboarding process was smooth and well-organized. I felt welcomed from day one and had all the resources I needed to start contributing quickly.,positive
EMP-0108,Q3-2024,I am proud to be part of this organization. The culture of innovation is inspiring and I have had the opportunity to work on meaningful projects that make a real impact.,positive
EMP-0017,Q1-2024,My role continues to challenge me in positive ways. I have autonomy over my projects and the leadership team genuinely listens to feedback from all levels.,positive
EMP-0096,Q4-2024,"The company culture is exactly what I was looking for. Respectful, innovative, and growth-oriented. I would recommend this workplace to anyone in my network.",positive
EMP-0166,Q3-2024,My role continues to challenge me in positive ways. I have autonomy over my projects and the leadership team genuinely listens to feedback from all levels.,positive
EMP-0302,Q1-2024,Great work environment with excellent learning opportunities. The company invests in our growth and the work-life balance has been phenomenal this quarter.,positive
EMP-0323,Q3-2024,Overall things are going fine. Some processes could be improved but nothing major. The workload has been manageable and meetings are at a reasonable level.,neutral
EMP-0082,Q4-2024,The team dynamics are acceptable. We get along well but could collaborate more effectively. I think we need better documentation of our processes and decisions.,neutral
EMP-0332,Q1-2024,Excellent quarter overall. My career development has been a priority for my manager and I have received valuable mentoring. The compensation package is competitive.,positive
EMP-0157,Q2-2024,My manager is incredibly supportive and provides clear direction. The team collaboration is excellent and I feel motivated to come to work every day.,positive
EMP-0386,Q1-2024,"The company culture is exactly what I was looking for. Respectful, innovative, and growth-oriented. I would recommend this workplace to anyone in my network.",positive
EMP-0234,Q1-2025,I am disappointed with the lack of growth opportunities. The training budget was cut this quarter and there is no clear promotion timeline despite my strong performance reviews.,negative
EMP-0375,Q4-2024,Things are okay. The work itself is interesting but the communication between departments could be better. Sometimes priorities shift without clear explanation.,neutral
EMP-0130,Q3-2024,The micromanagement has increased significantly this quarter. Every small decision requires multiple approvals which slows down our work and kills creativity and initiative.,negative
EMP-0348,Q4-2024,Things are okay. The work itself is interesting but the communication between departments could be better. Sometimes priorities shift without clear explanation.,neutral
EMP-0391,Q1-2025,The flexibility offered by the remote work policy has greatly improved my productivity and job satisfaction. I feel trusted by my team and empowered to make decisions.,positive
EMP-0397,Q3-2024,I am disappointed with the lack of growth opportunities. The training budget was cut this quarter and there is no clear promotion timeline despite my strong performance reviews.,negative
EMP-0304,Q1-2024,My manager is incredibly supportive and provides clear direction. The team collaboration is excellent and I feel motivated to come to work every day.,positive
EMP-0473,Q3-2024,The workplace is fine overall. Compensation is fair for the market. I think the company could invest more in social events and team building activities.,neutral
EMP-0102,Q1-2025,I have not received a meaningful raise in two years despite taking on significantly more responsibilities. I feel undervalued and am considering my options elsewhere.,negative
